;qoe_challenge_table_for_model_v2.nb_hour_echec_appel_daily;test;msisdn_H;msisdn;coupure;nb_hour_total_coupure;echec;paging_without_response_nb ;nb_hour_paging_without_response;nb_call_est;reiter_call_interval_nb;nb_hour_reiter_call ;call_est_bad_setupduration_nb;nb_hour_call_est_bad_setupduration
427;0;3;428;20221004;0;0;0;0;0;0;0;0;0;0
428;0;3;429;20221004;0;0;0;0;0;0;2;2;0;0
429;0;3;430;20221004;0;0;0;0;0;0;0;0;0;0
430;0;3;431;20221004;0;0;0;0;0;1;0;0;0;0
431;3;3;432;20221004;16;5;10;7;2;21;1;1;4;2
432;0;3;433;20221004;0;0;0;0;0;0;0;0;0;0
433;0;3;434;20221004;0;0;0;0;0;0;0;0;0;0
434;1;3;435;20221004;3;1;2;0;0;0;0;0;0;0
435;0;3;436;20221004;0;0;0;0;0;0;1;1;0;0
436;0;3;437;20221004;0;0;0;0;0;0;0;0;0;0
437;0;3;438;20221004;0;0;0;0;0;0;2;1;0;0
438;0;3;439;20221004;0;0;0;1;1;0;0;0;0;0
439;4;3;440;20221004;15;6;10;6;4;13;0;0;1;1
440;0;3;441;20221004;2;1;1;0;0;0;3;2;0;0
441;0;3;442;20221004;1;0;0;0;0;0;1;1;0;0
442;0;3;443;20221004;0;0;0;0;0;0;0;0;0;0
443;0;3;444;20221004;0;0;0;0;0;0;0;0;0;0
444;0;3;445;20221004;3;1;2;0;0;3;3;1;0;0
445;0;3;446;20221004;0;0;0;4;1;0;0;0;0;0
446;0;3;447;20221004;1;1;0;2;1;2;0;0;1;1
447;0;3;448;20221004;0;0;0;0;0;0;5;5;0;0
448;0;3;449;20221004;0;0;0;0;0;0;0;0;0;0
449;2;3;450;20221004;12;4;8;1;1;19;0;0;0;0
450;0;3;451;20221004;0;0;0;0;0;0;0;0;0;0
451;5;3;452;20221004;42;7;28;12;6;49;4;3;5;3
452;2;3;453;20221004;7;3;5;0;0;3;0;0;0;0
453;0;3;454;20221004;0;0;0;0;0;0;1;1;0;0
454;0;3;455;20221004;0;0;0;0;0;0;2;2;0;0
455;1;3;456;20221004;1;1;1;4;2;0;1;1;0;0
456;0;3;457;20221004;0;0;0;0;0;0;0;0;0;0
457;0;3;458;20221004;0;0;0;0;0;0;3;3;0;0
458;1;3;459;20221004;3;1;2;0;0;5;1;1;0;0
459;0;3;460;20221004;0;0;0;0;0;0;1;1;0;0
460;0;3;461;20221004;0;0;0;0;0;0;0;0;0;0
461;1;3;462;20221004;4;1;2;1;1;3;0;0;0;0
462;4;3;463;20221004;30;6;20;4;3;30;0;0;7;4
463;0;3;464;20221004;0;0;0;0;0;0;0;0;0;0
464;2;3;465;20221004;4;4;3;3;2;6;0;0;0;0
465;0;3;466;20221004;0;0;0;1;1;0;0;0;0;0
466;1;3;467;20221004;5;2;3;3;3;7;0;0;1;1
467;3;3;468;20221004;6;4;4;0;0;3;1;1;0;0
468;0;3;469;20221004;0;0;0;0;0;0;0;0;0;0
469;2;3;470;20221004;3;3;2;1;1;3;0;0;0;0
470;0;3;471;20221004;1;1;1;0;0;0;1;1;0;0
471;0;3;472;20221004;0;0;0;0;0;0;0;0;0;0
472;0;3;473;20221004;0;0;0;0;0;0;1;1;0;0
473;0;3;474;20221004;0;0;0;0;0;0;0;0;0;0
474;0;3;475;20221004;1;1;1;0;0;2;0;0;0;0
475;0;3;476;20221004;0;0;0;0;0;0;0;0;0;0
476;1;3;477;20221004;1;1;1;0;0;0;0;0;0;0
477;0;3;478;20221004;0;0;0;0;0;0;1;1;0;0
478;0;3;479;20221004;0;0;0;0;0;0;0;0;0;0
479;0;3;480;20221004;0;0;0;0;0;0;0;0;0;0
480;2;3;481;20221004;7;3;4;0;0;8;9;3;0;0
481;0;3;482;20221004;0;0;0;7;3;0;0;0;0;0
482;0;3;483;20221004;2;1;1;3;1;0;0;0;0;0
483;0;3;484;20221004;0;0;0;4;2;0;0;0;0;0
484;0;3;485;20221004;0;0;0;0;0;0;0;0;0;0
485;0;3;486;20221004;0;0;0;0;0;0;0;0;0;0
486;0;3;487;20221004;0;0;0;0;0;0;0;0;0;0
487;0;3;488;20221004;0;0;0;0;0;0;0;0;0;0
488;0;3;489;20221004;0;0;0;0;0;0;0;0;0;0
489;0;3;490;20221004;1;1;1;0;0;1;2;2;0;0
490;0;3;491;20221004;0;0;0;0;0;0;0;0;0;0
491;0;3;492;20221004;0;0;0;0;0;0;0;0;0;0
492;0;3;493;20221004;0;0;0;0;0;0;1;1;0;0
493;2;3;494;20221004;8;4;5;1;1;0;0;0;0;0
494;0;3;495;20221004;0;0;0;0;0;0;0;0;0;0
495;0;3;496;20221004;0;0;0;3;3;1;0;0;0;0
496;0;3;497;20221004;0;0;0;0;0;0;0;0;0;0
497;0;3;498;20221004;0;0;0;0;0;0;0;0;0;0
498;0;3;499;20221004;7;0;4;6;1;12;5;4;0;0
499;2;3;500;20221004;13;4;9;5;1;19;0;0;1;1
500;3;3;501;20221004;17;4;11;0;0;16;1;1;3;1
501;0;3;502;20221004;0;0;0;0;0;0;3;3;0;0
502;0;3;503;20221004;0;0;0;0;0;0;0;0;0;0
503;0;3;504;20221004;0;0;0;0;0;0;0;0;0;0
504;0;3;505;20221004;0;0;0;0;0;0;3;1;0;0
505;0;3;506;20221004;0;0;0;0;0;0;2;2;0;0
506;2;3;507;20221004;9;3;6;0;0;9;1;1;1;1
507;2;3;508;20221004;4;3;3;0;0;2;0;0;0;0
508;1;3;509;20221004;13;2;9;0;0;10;10;4;0;0
509;0;3;510;20221004;0;0;0;0;0;0;0;0;0;0
510;0;3;511;20221004;0;0;0;0;0;0;0;0;0;0
511;2;3;512;20221004;5;3;3;2;1;0;0;0;0;0
512;0;3;513;20221004;0;0;0;0;0;0;0;0;0;0
513;0;3;514;20221004;0;0;0;0;0;0;3;3;0;0
514;0;3;515;20221004;0;0;0;0;0;0;0;0;0;0
515;0;3;516;20221004;1;1;0;0;0;0;0;0;0;0
516;0;3;517;20221004;3;0;2;9;4;5;0;0;0;0
517;0;3;518;20221004;0;0;0;0;0;0;0;0;0;0
518;0;3;519;20221004;0;0;0;0;0;0;1;1;0;0
519;2;3;520;20221004;3;3;2;0;0;3;0;0;0;0
520;0;3;521;20221004;1;1;1;0;0;0;0;0;0;0
521;0;3;522;20221004;0;0;0;0;0;0;0;0;0;0
522;2;3;523;20221004;12;4;8;0;0;16;0;0;2;1
523;0;3;524;20221004;0;0;0;0;0;0;0;0;0;0
524;0;3;525;20221004;0;0;0;0;0;0;0;0;0;0
525;0;3;526;20221004;0;0;0;0;0;0;0;0;0;0
526;0;3;527;20221004;0;0;0;0;0;0;1;1;0;0
527;0;3;528;20221004;1;0;0;0;0;0;1;1;0;0
528;0;3;529;20221004;0;0;0;0;0;0;0;0;0;0
529;0;3;530;20221004;0;0;0;0;0;0;1;1;0;0
530;0;3;531;20221004;0;0;0;0;0;0;0;0;0;0
531;0;3;532;20221004;0;0;0;2;1;0;0;0;0;0
532;0;3;533;20221004;0;0;0;0;0;0;0;0;0;0
533;0;3;534;20221004;0;0;0;0;0;0;0;0;0;0
534;2;3;535;20221004;7;4;5;0;0;0;0;0;0;0
535;0;3;536;20221004;0;0;0;0;0;0;0;0;0;0
536;0;3;537;20221004;0;0;0;0;0;0;1;1;0;0
537;3;3;538;20221004;7;4;5;0;0;10;0;0;2;2
538;0;3;539;20221004;0;0;0;0;0;0;0;0;0;0
539;5;3;540;20221004;25;7;17;0;0;27;3;3;3;3
540;0;3;541;20221004;0;0;0;0;0;0;0;0;0;0
541;0;3;542;20221004;0;0;0;0;0;0;0;0;0;0
542;0;3;543;20221004;0;0;0;0;0;0;0;0;0;0
543;5;3;544;20221004;51;8;34;0;0;75;0;0;1;1
544;0;3;545;20221004;0;0;0;0;0;0;2;1;0;0
545;0;3;546;20221004;0;0;0;0;0;0;3;1;0;0
546;1;3;547;20221004;1;1;1;1;1;0;0;0;0;0
547;4;3;548;20221004;20;6;13;0;0;29;0;0;0;0
548;2;3;549;20221004;6;3;4;5;2;0;1;1;0;0
549;0;3;550;20221004;0;0;0;0;0;0;0;0;0;0
550;0;3;551;20221004;0;0;0;0;0;1;0;0;0;0
551;0;3;552;20221004;0;0;0;0;0;0;3;2;0;0
552;0;3;553;20221004;0;0;0;0;0;0;3;2;0;0
553;0;3;554;20221004;0;0;0;3;2;0;0;0;0;0
554;0;3;555;20221004;0;0;0;0;0;0;1;1;0;0
555;0;3;556;20221004;0;0;0;0;0;0;2;2;0;0
556;0;3;557;20221004;0;0;0;0;0;0;0;0;0;0
557;0;3;558;20221004;0;0;0;11;2;0;0;0;0;0
558;5;3;559;20221004;46;7;30;1;1;39;3;1;3;2
559;0;3;560;20221004;1;0;0;0;0;0;0;0;0;0
560;0;3;561;20221004;0;0;0;5;3;0;0;0;0;0
561;0;3;562;20221004;0;0;0;0;0;0;2;2;0;0
562;0;3;563;20221004;0;0;0;0;0;0;0;0;0;0
563;0;3;564;20221004;0;0;0;0;0;0;0;0;0;0
564;0;3;565;20221004;0;0;0;0;0;0;0;0;0;0
565;0;3;566;20221004;1;1;1;0;0;0;0;0;0;0
566;0;3;567;20221004;0;0;0;0;0;0;0;0;0;0
567;0;3;568;20221004;0;0;0;0;0;0;1;1;0;0
568;0;3;569;20221004;0;0;0;0;0;0;0;0;0;0
569;0;3;570;20221004;0;0;0;0;0;0;2;1;0;0
570;0;3;571;20221004;0;0;0;0;0;0;3;1;0;0
571;0;3;572;20221004;0;0;0;0;0;0;0;0;0;0
572;1;3;573;20221004;3;2;2;9;5;2;0;0;0;0
573;0;3;574;20221004;0;0;0;0;0;0;4;3;0;0
574;0;3;575;20221004;0;0;0;0;0;0;0;0;0;0
575;0;3;576;20221004;0;0;0;0;0;0;1;1;0;0
576;0;3;577;20221004;0;0;0;0;0;0;0;0;0;0
577;1;3;578;20221004;7;2;4;17;8;11;0;0;0;0
578;0;3;579;20221004;0;0;0;0;0;0;0;0;0;0
579;0;3;580;20221004;0;0;0;0;0;0;0;0;0;0
580;1;3;581;20221004;6;2;4;2;1;9;0;0;0;0
581;0;3;582;20221004;0;0;0;0;0;0;3;2;0;0
582;0;3;583;20221004;0;0;0;2;2;0;0;0;0;0
583;0;3;584;20221004;0;0;0;0;0;0;0;0;0;0
584;1;3;585;20221004;3;2;2;2;1;6;0;0;0;0
585;0;3;586;20221004;3;1;2;0;0;5;7;1;0;0
586;2;3;587;20221004;19;4;13;0;0;29;1;1;2;2
587;2;3;588;20221004;11;3;7;0;0;14;0;0;2;2
588;0;3;589;20221004;0;0;0;0;0;0;2;1;0;0
589;0;3;590;20221004;0;0;0;0;0;0;0;0;0;0
590;1;3;591;20221004;1;1;1;0;0;2;0;0;0;0
591;1;3;592;20221004;4;2;3;2;1;5;0;0;0;0
592;0;3;593;20221004;0;0;0;0;0;0;5;2;0;0
593;0;3;594;20221004;0;0;0;0;0;0;2;2;0;0
594;2;3;595;20221004;7;3;4;2;1;10;0;0;0;0
595;0;3;596;20221004;0;0;0;0;0;0;0;0;0;0
596;1;3;597;20221004;2;1;1;1;1;1;0;0;0;0
597;0;3;598;20221004;0;0;0;0;0;0;0;0;0;0
598;0;3;599;20221004;0;0;0;0;0;0;0;0;0;0
599;0;3;600;20221004;0;0;0;0;0;0;1;1;0;0
600;2;3;601;20221004;6;4;4;0;0;0;0;0;0;0
601;0;3;602;20221004;0;0;0;0;0;0;0;0;0;0
602;4;3;603;20221004;18;6;12;0;0;17;0;0;1;1
603;0;3;604;20221004;0;0;0;0;0;0;0;0;0;0
604;0;3;605;20221004;0;0;0;0;0;0;0;0;0;0
605;0;3;606;20221004;4;1;2;2;1;0;0;0;0;0
606;0;3;607;20221004;0;0;0;0;0;0;0;0;0;0
607;0;3;608;20221004;0;0;0;0;0;0;4;3;0;0
608;0;3;609;20221004;2;1;1;3;2;0;0;0;0;0
609;0;3;610;20221004;0;0;0;0;0;0;0;0;0;0
610;0;3;611;20221004;0;0;0;5;3;0;0;0;0;0
611;0;3;612;20221004;0;0;0;0;0;0;1;1;0;0
612;0;3;613;20221004;0;0;0;0;0;0;0;0;0;0
613;0;3;614;20221004;0;0;0;0;0;0;0;0;0;0
614;0;3;615;20221004;0;0;0;0;0;0;0;0;0;0
615;0;3;616;20221004;3;1;2;0;0;0;0;0;0;0
616;0;3;617;20221004;0;0;0;0;0;0;0;0;0;0
617;0;3;618;20221004;1;1;1;3;3;1;0;0;0;0
618;1;3;619;20221004;1;1;1;0;0;0;0;0;0;0
619;0;3;620;20221004;0;0;0;0;0;0;0;0;0;0
620;0;3;621;20221004;0;0;0;0;0;0;4;3;0;0
621;1;3;622;20221004;3;1;2;0;0;0;0;0;0;0
622;0;3;623;20221004;2;1;1;1;1;0;1;1;0;0
623;0;3;624;20221004;0;0;0;0;0;0;1;1;0;0
624;0;3;625;20221004;0;0;0;0;0;0;0;0;0;0
625;0;3;626;20221004;0;0;0;0;0;0;0;0;0;0
626;3;3;627;20221004;12;4;8;16;1;8;2;2;0;0
627;5;3;628;20221004;81;7;54;2;1;123;4;2;12;6
628;0;3;629;20221004;0;0;0;0;0;0;1;1;0;0
629;0;3;630;20221004;0;0;0;0;0;0;2;2;0;0
630;0;3;631;20221004;0;0;0;0;0;0;0;0;0;0
631;0;3;632;20221004;0;0;0;0;0;0;2;2;0;0
632;1;3;633;20221004;2;1;1;0;0;0;0;0;0;0
633;0;3;634;20221004;0;0;0;0;0;0;1;1;0;0
634;0;3;635;20221004;0;0;0;0;0;0;2;1;0;0
635;0;3;636;20221004;0;0;0;0;0;0;0;0;0;0
636;0;3;637;20221004;0;0;0;0;0;0;0;0;0;0
637;1;3;638;20221004;3;1;2;0;0;0;1;1;0;0
638;0;3;639;20221004;0;0;0;1;1;1;2;2;0;0
639;0;3;640;20221004;0;0;0;0;0;0;2;2;0;0
640;0;3;641;20221004;3;1;2;0;0;1;1;1;0;0
641;0;3;642;20221004;0;0;0;0;0;0;0;0;0;0
642;2;3;643;20221004;10;3;6;1;1;11;2;2;0;0
643;0;3;644;20221004;0;0;0;0;0;0;0;0;0;0
644;0;3;645;20221004;0;0;0;0;0;0;0;0;0;0
645;0;3;646;20221004;0;0;0;0;0;0;0;0;0;0
646;0;3;647;20221004;0;0;0;1;1;0;0;0;0;0
647;0;3;648;20221004;0;0;0;0;0;0;0;0;0;0
648;0;3;649;20221004;1;1;1;1;1;2;0;0;0;0
649;0;3;650;20221004;0;0;0;0;0;0;0;0;0;0
650;1;3;651;20221004;1;1;1;0;0;1;0;0;0;0
651;0;3;652;20221004;2;1;1;1;1;0;0;0;0;0
652;0;3;653;20221004;0;0;0;0;0;0;0;0;0;0
653;0;3;654;20221004;0;0;0;0;0;0;1;1;0;0
654;0;3;655;20221004;0;0;0;0;0;0;0;0;0;0
655;0;3;656;20221004;0;0;0;0;0;0;0;0;0;0
656;0;3;657;20221004;0;0;0;0;0;0;0;0;0;0
657;0;3;658;20221004;0;0;0;0;0;0;0;0;0;0
658;0;3;659;20221004;0;0;0;0;0;0;0;0;0;0
659;0;3;660;20221004;0;0;0;0;0;0;0;0;0;0
660;0;3;661;20221004;0;0;0;0;0;0;0;0;0;0
661;0;3;662;20221004;0;0;0;0;0;0;1;1;0;0
662;1;3;663;20221004;3;2;2;4;2;2;1;1;0;0
663;5;3;664;20221004;64;7;42;3;2;76;0;0;8;6
664;0;3;665;20221004;0;0;0;0;0;0;5;2;0;0
665;0;3;666;20221004;0;0;0;0;0;0;2;2;0;0
666;4;3;667;20221004;25;7;17;23;8;26;3;3;9;5
667;0;3;668;20221004;10;0;7;0;0;6;4;3;3;1
668;0;3;669;20221004;0;0;0;0;0;1;0;0;0;0
669;3;3;670;20221004;13;5;8;0;0;10;0;0;1;1
670;0;3;671;20221004;1;1;1;8;2;0;0;0;0;0
671;1;3;672;20221004;4;2;3;0;0;3;0;0;0;0
672;0;3;673;20221004;1;0;0;2;1;2;0;0;0;0
673;0;3;674;20221004;0;0;0;0;0;0;0;0;0;0
674;0;3;675;20221004;0;0;0;9;6;0;0;0;0;0
675;3;3;676;20221004;6;4;4;1;1;3;0;0;0;0
676;2;3;677;20221004;4;3;3;1;1;0;0;0;0;0
677;0;3;678;20221004;0;0;0;0;0;0;1;1;0;0
678;0;3;679;20221004;0;0;0;0;0;0;1;1;0;0
679;0;3;680;20221004;0;0;0;0;0;0;1;1;0;0
680;1;3;681;20221004;3;1;2;8;3;0;0;0;0;0
681;0;3;682;20221004;0;0;0;0;0;0;0;0;0;0
682;0;3;683;20221004;0;0;0;0;0;0;0;0;0;0
683;0;3;684;20221004;0;0;0;0;0;0;0;0;0;0
684;0;3;685;20221004;0;0;0;0;0;0;1;1;0;0
685;0;3;686;20221004;0;0;0;0;0;0;2;1;0;0
686;0;3;687;20221004;1;1;0;0;0;1;1;1;0;0
687;1;3;688;20221004;1;1;1;0;0;0;0;0;0;0
688;0;3;689;20221004;0;0;0;0;0;0;0;0;0;0
689;0;3;690;20221004;0;0;0;0;0;0;0;0;0;0
690;0;3;691;20221004;0;0;0;0;0;0;0;0;0;0
691;1;3;692;20221004;3;1;2;0;0;5;0;0;0;0
692;0;3;693;20221004;0;0;0;0;0;1;0;0;0;0
693;0;3;694;20221004;0;0;0;0;0;0;0;0;0;0
694;0;3;695;20221004;0;0;0;0;0;1;0;0;0;0
695;0;3;696;20221004;0;0;0;0;0;0;0;0;0;0
696;0;3;697;20221004;0;0;0;0;0;0;0;0;0;0
697;0;3;698;20221004;0;0;0;0;0;0;0;0;0;0
698;0;3;699;20221004;0;0;0;0;0;0;0;0;0;0
699;0;3;700;20221004;0;0;0;0;0;0;0;0;0;0
700;0;3;701;20221004;0;0;0;0;0;0;0;0;0;0
701;3;3;702;20221004;32;4;21;13;4;44;6;3;20;3
702;1;3;703;20221004;3;2;2;0;0;1;0;0;0;0
703;2;3;704;20221004;5;3;3;6;3;3;0;0;0;0
704;1;3;705;20221004;2;1;1;2;1;2;2;2;0;0
705;0;3;706;20221004;0;0;0;0;0;0;1;1;0;0
706;0;3;707;20221004;2;0;1;24;4;0;1;1;0;0
707;4;3;708;20221004;38;7;25;2;1;37;3;2;0;0
708;0;3;709;20221004;0;0;0;0;0;0;0;0;0;0
709;0;3;710;20221004;0;0;0;6;3;0;0;0;0;0
710;1;3;711;20221004;3;1;2;0;0;2;0;0;1;1
711;2;3;712;20221004;6;3;4;0;0;1;1;1;0;0
712;0;3;713;20221004;0;0;0;1;1;0;1;1;0;0
713;0;3;714;20221004;0;0;0;0;0;0;1;1;0;0
714;0;3;715;20221004;0;0;0;0;0;0;2;1;0;0
715;0;3;716;20221004;0;0;0;0;0;0;0;0;0;0
716;1;3;717;20221004;2;1;1;6;4;0;0;0;0;0
717;0;3;718;20221004;0;0;0;0;0;0;0;0;0;0
718;0;3;719;20221004;1;0;0;3;3;0;0;0;0;0
719;0;3;720;20221004;3;1;2;0;0;2;1;1;0;0
720;1;3;721;20221004;3;1;2;2;1;1;0;0;0;0
721;0;3;722;20221004;0;0;0;0;0;0;0;0;0;0
722;0;3;723;20221004;0;0;0;0;0;0;0;0;0;0
723;2;3;724;20221004;7;4;4;0;0;9;0;0;0;0
724;0;3;725;20221004;0;0;0;0;0;0;0;0;0;0
725;0;3;726;20221004;0;0;0;0;0;0;1;1;0;0
726;0;3;727;20221004;0;0;0;0;0;0;1;1;0;0
727;0;3;728;20221004;0;0;0;0;0;0;0;0;0;0
728;1;3;729;20221004;3;2;2;0;0;1;0;0;0;0
729;0;3;730;20221004;0;0;0;0;0;0;1;1;0;0
730;0;3;731;20221004;0;0;0;0;0;0;0;0;0;0
731;0;3;732;20221004;0;0;0;0;0;0;1;1;0;0
732;0;3;733;20221004;0;0;0;0;0;0;2;2;0;0
733;1;3;734;20221004;3;1;2;0;0;0;2;1;0;0
734;0;3;735;20221004;0;0;0;0;0;0;0;0;0;0
735;0;3;736;20221004;0;0;0;0;0;0;1;1;0;0
736;0;3;737;20221004;0;0;0;0;0;0;0;0;0;0
737;3;3;738;20221004;10;4;6;0;0;6;2;1;0;0
738;0;3;739;20221004;0;0;0;0;0;0;0;0;0;0
739;0;3;740;20221004;0;0;0;0;0;0;0;0;0;0
740;0;3;741;20221004;1;1;1;0;0;0;0;0;0;0
741;1;3;742;20221004;3;2;2;0;0;2;0;0;0;0
742;0;3;743;20221004;0;0;0;0;0;0;0;0;0;0
743;0;3;744;20221004;2;1;1;0;0;0;0;0;0;0
744;0;3;745;20221004;0;0;0;0;0;0;2;1;0;0
745;0;3;746;20221004;0;0;0;0;0;0;3;3;0;0
746;0;3;747;20221004;0;0;0;0;0;0;1;1;0;0
747;0;3;748;20221004;0;0;0;0;0;0;2;2;0;0
748;3;3;749;20221004;11;5;7;3;1;9;0;0;3;1
749;3;3;750;20221004;7;4;5;1;1;1;1;1;0;0
750;0;3;751;20221004;0;0;0;0;0;0;0;0;0;0
751;0;3;752;20221004;0;0;0;0;0;0;15;3;0;0
752;0;3;753;20221004;0;0;0;0;0;0;0;0;0;0
753;1;3;754;20221004;3;1;2;0;0;6;0;0;0;0
754;0;3;755;20221004;0;0;0;0;0;0;3;1;0;0
755;1;3;756;20221004;7;2;4;2;2;0;0;0;0;0
756;0;3;757;20221004;0;0;0;0;0;0;1;1;0;0
757;0;3;758;20221004;1;1;0;0;0;0;0;0;0;0
758;0;3;759;20221004;1;0;0;0;0;2;0;0;0;0
759;0;3;760;20221004;0;0;0;0;0;0;0;0;0;0
760;0;3;761;20221004;0;0;0;0;0;0;1;1;0;0
761;0;3;762;20221004;0;0;0;0;0;0;0;0;0;0
762;0;3;763;20221004;0;0;0;0;0;0;0;0;0;0
763;0;3;764;20221004;0;0;0;0;0;0;0;0;0;0
764;0;3;765;20221004;0;0;0;2;2;0;0;0;0;0
765;0;3;766;20221004;0;0;0;1;1;0;0;0;0;0
766;0;3;767;20221004;0;0;0;0;0;1;1;1;0;0
767;0;3;768;20221004;0;0;0;0;0;0;0;0;0;0
768;0;3;769;20221004;0;0;0;0;0;0;0;0;0;0
769;0;3;770;20221004;1;0;0;0;0;1;0;0;0;0
770;0;3;771;20221004;0;0;0;0;0;0;0;0;0;0
771;0;3;772;20221004;1;0;0;3;3;0;0;0;0;0
772;0;3;773;20221004;0;0;0;0;0;0;1;1;0;0
773;5;3;774;20221004;97;8;64;6;3;116;4;3;4;2
774;0;3;775;20221004;0;0;0;0;0;0;0;0;0;0
775;1;3;776;20221004;3;2;2;1;1;3;0;0;1;1
776;1;3;777;20221004;4;1;3;0;0;3;1;1;0;0
777;1;3;778;20221004;1;1;1;0;0;2;0;0;0;0
778;3;3;779;20221004;15;5;10;0;0;20;1;1;1;1
779;1;3;780;20221004;6;2;4;0;0;0;0;0;0;0
780;1;3;781;20221004;3;2;2;0;0;4;7;3;0;0
781;1;3;782;20221004;15;1;10;10;3;0;6;1;0;0
782;2;3;783;20221004;7;3;4;1;1;0;0;0;0;0
783;2;3;784;20221004;3;3;2;1;1;3;2;2;0;0
784;0;3;785;20221004;0;0;0;0;0;0;1;1;0;0
785;3;3;786;20221004;15;5;10;3;3;15;2;2;1;1
786;0;3;787;20221004;0;0;0;0;0;0;2;2;0;0
787;0;3;788;20221004;0;0;0;0;0;0;1;1;0;0
788;0;3;789;20221004;0;0;0;0;0;0;0;0;0;0
789;0;3;790;20221004;1;1;1;0;0;2;1;1;0;0
790;0;3;791;20221004;0;0;0;0;0;0;4;2;0;0
791;0;3;792;20221004;0;0;0;0;0;0;0;0;0;0
792;0;3;793;20221004;0;0;0;0;0;0;0;0;0;0
793;0;3;794;20221004;0;0;0;0;0;0;0;0;0;0
794;0;3;795;20221004;1;0;1;1;1;3;0;0;0;0
795;0;3;796;20221004;0;0;0;0;0;0;4;4;0;0
796;1;3;797;20221004;1;1;1;0;0;1;1;1;0;0
797;0;3;798;20221004;0;0;0;0;0;0;0;0;0;0
798;0;3;799;20221004;0;0;0;0;0;0;0;0;0;0
799;1;3;800;20221004;4;1;2;0;0;7;11;5;0;0
800;0;3;801;20221004;1;1;1;0;0;2;0;0;0;0
801;0;3;802;20221004;0;0;0;0;0;0;0;0;0;0
802;0;3;803;20221004;0;0;0;0;0;0;6;3;0;0
803;0;3;804;20221004;0;0;0;0;0;0;1;1;0;0
804;0;3;805;20221004;0;0;0;0;0;0;0;0;0;0
805;0;3;806;20221004;0;0;0;0;0;0;0;0;0;0
806;0;3;807;20221004;0;0;0;0;0;1;0;0;0;0
807;2;3;808;20221004;6;3;4;21;6;7;0;0;5;2
808;0;3;809;20221004;1;1;1;0;0;0;0;0;0;0
809;4;3;810;20221004;21;7;14;0;0;23;1;1;0;0
810;0;3;811;20221004;1;1;1;4;3;0;0;0;0;0
811;2;3;812;20221004;7;4;4;3;2;0;0;0;0;0
812;1;3;813;20221004;12;2;8;0;0;19;0;0;0;0
813;0;3;814;20221004;0;0;0;0;0;0;0;0;0;0
814;0;3;815;20221004;0;0;0;0;0;0;2;2;0;0
815;0;3;816;20221004;0;0;0;0;0;0;1;1;0;0
816;0;3;817;20221004;1;0;0;0;0;0;0;0;0;0
817;1;3;818;20221004;4;2;3;0;0;3;0;0;0;0
818;1;3;819;20221004;3;2;2;2;1;1;2;2;0;0
819;2;3;820;20221004;6;3;4;8;3;7;0;0;1;1
820;3;3;821;20221004;19;4;13;2;2;2;5;5;0;0
821;0;3;822;20221004;1;1;1;0;0;0;0;0;0;0
822;0;3;823;20221004;0;0;0;0;0;0;0;0;0;0
823;0;3;824;20221004;0;0;0;0;0;0;1;1;0;0
824;0;3;825;20221004;0;0;0;4;2;0;0;0;0;0
825;0;3;826;20221004;0;0;0;0;0;0;0;0;0;0
826;0;3;827;20221004;0;0;0;0;0;0;0;0;0;0
827;1;3;828;20221004;4;1;2;12;5;0;1;1;0;0
828;2;3;829;20221004;12;4;8;0;0;7;3;2;1;1
829;0;3;830;20221004;0;0;0;0;0;0;0;0;0;0
830;0;3;831;20221004;0;0;0;0;0;0;0;0;0;0
831;0;3;832;20221004;0;0;0;0;0;0;1;1;0;0
832;1;3;833;20221004;2;2;1;0;0;0;0;0;0;0
833;0;3;834;20221004;0;0;0;0;0;0;0;0;0;0
834;0;3;835;20221004;0;0;0;0;0;0;0;0;0;0
835;0;3;836;20221004;1;1;0;0;0;0;0;0;0;0
836;0;3;837;20221004;0;0;0;0;0;0;1;1;0;0
837;0;3;838;20221004;0;0;0;1;1;0;0;0;0;0
838;0;3;839;20221004;1;1;1;2;1;0;0;0;0;0
839;0;3;840;20221004;0;0;0;0;0;0;0;0;0;0
840;0;3;841;20221004;0;0;0;0;0;0;0;0;0;0
841;0;3;842;20221004;0;0;0;0;0;0;0;0;0;0
842;0;3;843;20221004;0;0;0;1;1;0;0;0;0;0
843;0;3;844;20221004;0;0;0;0;0;1;0;0;0;0
844;0;3;845;20221004;0;0;0;0;0;0;0;0;0;0
845;0;3;846;20221004;0;0;0;0;0;0;0;0;0;0
846;0;3;847;20221004;0;0;0;0;0;0;1;1;0;0
847;3;3;848;20221004;24;5;16;0;0;30;0;0;1;1
848;0;3;849;20221004;0;0;0;0;0;0;0;0;0;0
849;5;3;850;20221004;30;7;20;11;6;34;1;1;2;2
850;3;3;851;20221004;10;5;6;1;1;10;0;0;1;1
851;0;3;852;20221004;0;0;0;0;0;0;0;0;0;0
852;0;3;853;20221004;0;0;0;0;0;0;0;0;0;0
853;2;3;854;20221004;12;4;8;0;0;16;0;0;1;1
854;2;3;855;20221004;46;3;31;3;2;67;4;3;8;4
855;0;3;856;20221004;0;0;0;0;0;0;0;0;0;0
856;0;3;857;20221004;0;0;0;0;0;0;0;0;0;0
857;0;3;858;20221004;0;0;0;0;0;0;2;2;0;0
858;0;3;859;20221004;0;0;0;0;0;0;1;1;0;0
